title;bookID;author;rating;ratingsCount;reviewsCount;reviewerName;reviewerRating
How to Succeed with Women;1290;Ron  Louis;0,18125;74;12;Umar Jamil;4
How to Survive the IRS: My Battles Against Goliath;1294;Michael Louis Minns;03.06;5;2;Randi;4
How to Succeed with Men;1293;David Copeland;3;11;1;Randi;5
Sex Lover's Book of Lists;1291;Ron Louis;4;4;2;Dirga;1
Kiowa Trail;1292;Louis L'Amour;0,186111111;1615;52;Witsqadianto;2
The Clan of the Cave Bear (Earth's Children, #1);1295;Jean M. Auel;04.02;189414;5217;Witsqadianto;4
The Clan of the Cave Bear (Earth's Children, #1);1296;Jean M. Auel;04.02;189419;5217;Danit;5
The Clan of the Cave Bear, Part 1 of 2 (Earth's Children, #1);1297;Jean M. Auel;04.42;559;33;Danit;3
At Risk (Winston Garano, #1);6527;Patricia Cornwell;03.04;10366;642;Danit;3
Point of Origin (Kay Scarpetta, #9);6531;Patricia Cornwell;04.02;51490;548;Danit;2
How to Write a Damn Good Novel: A Step-by-Step No Nonsense Guide to Dramatic Storytelling;6524;James N. Frey;0,182638889;1974;152;Riyan;4
Book of the Dead (Kay Scarpetta, #15);6526;Patricia Cornwell;0,169444444;23353;1417;Elsa;1
En mil pedazos;6525;James Frey;0,168055556;191079;10913;Riyan;5
Predator (Kay Scarpetta, #14);6528;Patricia Cornwell;0,171527778;23911;914;Riyan;1
Trace (Kay Scarpetta, #13);6530;Patricia Cornwell;0,177777778;25632;766;Riyan;4
The Last Precinct (Kay Scarpetta, #11);6533;Patricia Cornwell;0,182638889;28898;480;Sageri;5
New England and the Bavarian Illuminati;4243;Vernon Stauffer;02.56;9;2;Sageri;2
GURPS Illuminati: The World is Stranger Than You Think;4244;Nigel Findley;04.03;134;1;Danit;3
Threshold;9279;Ben Mezrich;03.59;85;10;Sageri;1
The Smoke Jumper;9282;Nicholas Evans;04.05;26684;698;Cahyono;1
Reaper;9281;Ben Mezrich;03.47;90;12;Teddy;3
The Silver Bullet: The Martini In American Civilization;2434;Lowell Edmunds;4;2;0;Elsa;5
Theatrical Space and Historical Place in Sophocles' Oedipus at Colonus;2433;Lowell Edmunds;4;1;0;Cahyono;5
Fertile Ground;9278;Ben Mezrich;03.47;43;2;Choddy;1
Busting Vegas: A True Story of Monumental Excess, Sex, Love, Violence, and Beating the Odds;9276;Ben Mezrich;0,175;2507;171;Rifki;2
Busting Vega$: The Mit Whiz Kid Who Brought the Casinos to Their Knees;9277;Ben Mezrich;0,175;2507;171;Abdul Aziz;4
Ugly Americans;9280;Ben Mezrich;0,182638889;3135;150;Abdul Aziz;5
Freaks of the Storm: From Flying Cows to Stealing Thunder: The World's Strangest True Weather Stories;8971;Randy Cerveny;03.21;120;21;Umar Jamil;3
Tracing The Decay Of Fictionencounters With A Film By Pat O'neill;2863;Marsha Kinder;4;1;0;Randi;2
Wizard Study Guide Girl With A Pearl Earring (Cambridge Wizard English Student Guides);2870;A.P. di Stephano;0;0;0;Randi;3
Cambridge Wizard Student Guide Girl with a Pearl Earring (Cambridge Wizard English Student Guides);2869;A.P. di Stephano;02.05;2;0;Dirga;5
Battle Angel Alita - Last Order : Guilty Angel, Vol. 07;5071;Yukito Kishiro;04.09;292;3;Witsqadianto;4
The Golden Tulip;2868;Rosalind Laker;03.09;926;97;Witsqadianto;1
Girl with a Pearl Earring;2864;Tracy Chevalier;0,184027778;501046;8112;Danit;4
The Girl with a Pearl Earring;2867;Tracy Chevalier;0,184027778;501046;8112;Danit;5
Girl With a Pearl Earring;2866;Tracy Chevalier;0,184027778;501046;8112;Danit;1
Girl with a Pearl Earring;2865;Tracy Chevalier;0,184027778;501013;8112;Danit;1
Burning Bright;2871;Tracy Chevalier;03.34;11069;1231;Riyan;4
The Complete Illustrated Book of Appetizers, Buffets, Finger Food & Party Food: How to Plan the Perfect Celebration with Over 400 Inspiring First Course, Nibbles, Finger Foods, Buffet and Party Dishes;4491;Bridget Jones;04.17;6;0;Elsa;2
The History of Sexuality, Volume 2: The Use of Pleasure;1883;Michel Foucault;04.07;2785;75;Riyan;5
A Modest Proposal and Other Satirical Works;2677;Jonathan Swift;04.05;13072;169;Riyan;2
The Gulf War Did Not Take Place;1884;Jean Baudrillard;0,16875;326;24;Riyan;1
Pride and Prejudice;1885;Jane Austen;04.24;2223553;49826;Sageri;2
The Making of Pride and Prejudice;1887;Sue Birtwistle;04.42;3585;91;Sageri;5
Pride and Prejudice;1888;Jane Austen;04.24;2223661;49830;Danit;2
Pride and Prejudice;1889;Jane Austen;04.24;2223661;49830;Sageri;5
The Wealthy Barber:  Everyone's Common Sense Guide To Becoming Financially Independent;2676;David H. Chilton;0,193055556;5879;297;Cahyono;5
Pride and Prejudice;1886;Jane Austen;04.24;2223603;49827;Teddy;4
Cliffsnotes on Steinbeck's of Mice and Men;891;Susan VanKirk;0,189583333;40;4;Elsa;1
Thomas Jefferson;8506;R.B. Bernstein;0,193055556;3730;139;Cahyono;3
The Best of Roald Dahl;6330;Roald Dahl;04.38;5971;406;Choddy;3
Dirty Beasts;6332;Roald Dahl;04.02;3918;125;Rifki;3
Never Let Me Go;6334;Kazuo Ishiguro;03.08;328488;22292;Abdul Aziz;1
Never Let Me Go;6335;Kazuo Ishiguro;03.08;328518;22297;Abdul Aziz;2
The Vicar of Nibbleswicke;6333;Roald Dahl;0,182638889;3477;280;Umar Jamil;5
Roald Dahl's Revolting Recipes;6331;Roald Dahl;0,189583333;2769;65;Randi;2
Roald Dahl Treasury;6329;Roald Dahl;04.42;2339;92;Randi;4
Bats, Rats, & Alley Cats;6283;M. Barry Kirk;0;0;0;Dirga;2
Handmaid's Tale, The  (MAXNotes Literature Guides);8711;Malcolm Foster;4;5;1;Witsqadianto;1
Peace;1590;Aristophanes;0,169444444;291;16;Witsqadianto;3
Margaret Atwood: The Handmaid's Tale;8712;Hélène Greven-Borde;04.14;1256;54;Danit;5
An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It;8714;Al Gore;0,177083333;5503;447;Danit;1
Three Comedies: The Birds/The Clouds/The Wasps;1589;Aristophanes;0,176388889;117;12;Danit;3
Mostly Harmless (Hitchhiker's Guide, #5);8708;Douglas Adams;0,191666667;84481;1843;Danit;1
Point to Point Navigation;8713;Gore Vidal;0,175;682;100;Riyan;5
The Illustrated Hitchhiker's Guide To The Galaxy;8710;Douglas Adams;04.29;299;15;Elsa;4
The Hitchhiker's Trilogy (Hitchhiker's Guide, #1-5);8709;Douglas Adams;04.41;9830;503;Riyan;3
Salman Rushdie: A Postmodern Reading of His Major Works;9871;Sabrina Hassumani;0;0;0;Riyan;1
Angles of Repose;3362;Chris Tutton;4;2;0;Riyan;2
Fiction After the Fatwa: Salman Rushdie and the Charm of Catastrophe;9872;Madelena Gonzalez;0;0;0;Sageri;2
Colonial and Postcolonial Discourse in the Novels of Yom Sang-Sop, Chinua Achebe and Salman Rushdie;9876;Soonsik Kim;0;0;0;Sageri;2
Imaginary Homelands;9874;Salman Rushdie;0,191666667;1154;60;Danit;3
Step Across This Line: Collected Nonfiction 1992-2002;9877;Salman Rushdie;03.09;988;74;Sageri;2
Grimus;9875;Salman Rushdie;03.39;2516;165;Cahyono;3
Dangling Man;9873;Saul Bellow;03.54;1873;147;Teddy;1
Angle of Repose;3363;Wallace Stegner;04.27;42838;3621;Elsa;1
Tolstoy: Anna Karenina;160;Anthony Thorlby;04.18;1143;30;Cahyono;1
Wole Soyinka and Yoruba Oral Tradition in Death and the King's Horseman;2488;B. Olabimpe Aboyade;3;1;0;Choddy;2
Seven Days of Solitude: A Guidebook for a Personal Retreat;2492;Brother Ramon;03.33;3;0;Rifki;2
Ministry and Solitude: The Ministry of the Laity and the Clergy in Church and Society;2490;James C. Fenhagen;5;1;0;Abdul Aziz;4
Understanding Wole Soyinka: Death And The King's Horseman;2487;A.O. Dasylva;04.05;4;1;Abdul Aziz;4
The Church of Solitude;2489;Grazia Deledda;03.52;31;9;Umar Jamil;2
The Time Machine;2494;H.G. Wells;0,185416667;308714;7538;Randi;4
Learning to Love: Exploring Solitude and Freedom (The Journals of Thomas Merton Vol. 6);2491;Thomas Merton;04.47;95;11;Randi;5
The Time Machine;2493;H.G. Wells;0,185416667;308684;7537;Dirga;1
The Ambassadors;2689;Henry James;0,170138889;9872;461;Witsqadianto;4
The Time Machine;2495;H.G. Wells;0,185416667;308691;7537;Witsqadianto;2
Who Can Crack the Leonardo Da Vinci Code? (Museum of Adventures, #1);973;Thomas Brezina;03.52;27;1;Danit;2
Three Men in a Boat and Three Men on the Bummel;4926;Jerome K. Jerome;04.09;2691;234;Danit;4
Three Men in a Boat;4928;Jerome K. Jerome;03.09;39667;3156;Danit;3
The Da Vinci Code: Fact or Fiction?;974;Hank Hanegraaff;0,170833333;147;14;Danit;2
Three Men in a Boat;4925;Jerome K. Jerome;03.09;39665;3156;Riyan;2
Three Men in a Boat: To Say Nothing of the Dog;4924;Jerome K. Jerome;03.09;39667;3156;Elsa;1
Deception Point;976;Dan Brown;0,171527778;485829;7896;Riyan;3
The Heroes of Shakespeare's Tragedies;1779;Victor L. Cahn;0;0;0;Riyan;2
Deception Point;975;Dan Brown;0,171527778;485829;7896;Riyan;1
Deception Point;977;Dan Brown;0,171527778;485829;7896;Sageri;3
Foyers and Entryways: For Your Home;4546;Hallie Einhorn;3;1;0;Sageri;2
First Impressions: Fresh Looks for Entryways, Hallways, and Foyers;4545;Anna Kasabian;03.08;5;0;Danit;3
The Untouchables;164;Eliot Ness;0,185416667;557;31;Sageri;2
Dalit: The Black Untouchables of India;166;V.T. Rajshekar;4;5;0;Cahyono;2
The Untouchables: Subordination, Poverty and the State in Modern India (Contemporary South Asia, #4);167;Oliver Mendelsohn;02.05;2;0;Teddy;1
Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India;165;Narendra Jadhav;0,18125;306;40;Elsa;3
Dinner with Anna Karenina;159;Gloria Goldreich;0,151388889;433;68;Cahyono;1
The Dream Life of Sukhanov;161;Olga Grushin;0,186111111;1106;163;Choddy;5
The Untouchable;163;John Banville;0,191666667;2194;239;Rifki;5
Untouchable;162;Mulk Raj Anand;0,171527778;2837;236;Abdul Aziz;1
The British Campaign In France And Flanders, 1915;8663;Arthur Conan Doyle;5;1;0;Abdul Aziz;3
The Works of Sir Arthur Conan Doyle Complete and Unabridged;8662;Arthur Conan Doyle;04.48;2090;30;Umar Jamil;2
How to Grow More Vegetables Than You Ever Thought Possible on Less Land Than You Can Imagine;8668;John Jeavons;04.01;1227;115;Randi;3
The Sherlock Holmes Mysteries;8664;Arthur Conan Doyle;04.28;714;39;Randi;2
Treasure Island;8665;Robert Louis Stevenson;0,181944444;315294;8081;Dirga;1
The Seed Finder;8671;John Jeavons;0;0;0;Witsqadianto;2
Lazy-Bed Gardening: The Quick and Dirty Guide;8670;John Jeavons;0,177083333;4;1;Witsqadianto;5
How to Grow More Vegetables: Fruits, Nuts, Berries, Grains, and Other Crops;8669;John Jeavons;04.01;1227;115;Danit;3
How to Grow More Vegetables and Fruits (and Fruits, Nuts, Berries, Grains, and Other Crops) Than You Ever Thought Possible on Less Land Than You Can Imagine;8667;John Jeavons;04.01;1227;115;Danit;5
The Sustainable Vegetable Garden: A Backyard Guide to Healthy Soil and Higher Yields;8666;John Jeavons;0,177083333;118;20;Danit;3
Women of Troy/Hecuba/Helen: Three Plays;3259;Euripides;04.02;15;1;Danit;1
Orientalism;5432;Alexander Lyon Macfie;03.27;11;2;Riyan;2
رحلة ابن فطومة;6482251;Naguib Mahfouz;0,191666667;2734;409;Elsa;3
Orientalism and Religion: Post-Colonial Theory, India and the Mystic East;5429;Richard King;04.07;61;3;Riyan;2
American Orientalism: The United States and the Middle East Since 1945;5430;Douglas Little;03.55;128;10;Riyan;2
Dangerous Knowledge: Orientalism and Its Discontents;5428;Robert Irwin;0,170138889;106;16;Riyan;1
Women of Troy;3260;Euripides;0,184722222;4441;156;Sageri;4
Alberto Pinto Orientalism;5431;Alberto Pinto;5;1;0;Sageri;4
"Greek Tragedies, Vol. 2: Aeschylus: The Libation Bearers; Sophocles: Electra; Euripides: Iphigenia in Tauris, Electra, The Trojan Women";3258;Richmond Lattimore;04.27;280;11;Danit;5
Orientalism: Western Conceptions of the Orient;5427;Edward Said;04.08;11985;660;Sageri;5
La Trampa del Mundo: Milan Kundera, novelista;79556;Květoslav Chvatík;0,184722222;7;0;Cahyono;2
Die Unwissenheit;9993;Milan Kundera;0,177777778;13166;865;Teddy;2
The Ark Sakura;9996;Kōbō Abe;03.07;783;41;Elsa;2
Jimi Hendrix Turns Eighty;9079;Tim Sandlin;03.49;425;66;Cahyono;2
Die Identität;9994;Milan Kundera;0,172222222;15612;958;Choddy;1
See No Evil: The True Story of a Ground Soldier in the CIA's War Against Terrorism;9075;Robert B. Baer;0,189583333;4000;281;Rifki;4
Western Swing;9077;Tim Sandlin;03.09;425;18;Abdul Aziz;3
Skipped Parts (GroVont Trilogy, #1);9078;Tim Sandlin;0,179166667;2238;223;Abdul Aziz;3
Guests of the Ayatollah: The First Battle in America's War With Militant Islam;9076;Mark Bowden;04.13;3576;290;Umar Jamil;3
Honey Don't;9080;Tim Sandlin;03.38;398;28;Randi;1
Argentina-S: Ricardo Piglia Dialoga Con la Generacion del 37 en la Discontinuidad;1651;Laura DeMaria;0;0;0;Randi;5
Narrativas De La Guerra Sucia En La Argentina: Piglia, Saer, Vale;1653;Jorgelina Corbatta;2;1;0;Dirga;4
Diccionario de La Novela de Macedonio Fernandez;1655;Ricardo Piglia;0;0;0;Witsqadianto;4
Peripheral (Post) Modernity: The Syncretist Aesthetics of Borges, Piglia, Kalokyris and Kyriakidis;1650;Eleni Kefala;0;0;0;Witsqadianto;2
The Gardeners of Salonika;6350;Alan Warwick Palmer;0,188888889;13;5;Danit;5
Uncle George: Field-Marshal Lord Milne of Salonika and Rubislaw;6351;Graham Nicol;3;1;1;Danit;1
Oprah Winfrey: I Dont Believe in Failure (African-American Biographies (Enslow));5164;Robin Westen;0,167361111;127;30;Danit;1
Plata quemada;1654;Ricardo Piglia;0,174305556;1003;74;Danit;1
Ficciones Argentinas: Antologia de Lecturas Criticas;1656;Grupo Editorial Norma;2;1;0;Riyan;1
Modos de ensayo: De Borges a Piglia;1652;Alberto Giordano;4;1;0;Elsa;2
"Red Letter Days;";5648;Gillian Avery;0;0;0;Riyan;1
The House of God;3995;Samuel Shem;0,190972222;10553;804;Riyan;2
"The Hole In The Walland Other Stories;";5651;Gillian Avery;0;0;0;Riyan;3
The Elephant War;5653;Gillian Avery;03.59;17;4;Sageri;1
Childhood's Pattern: A Study Of The Heroes And Heroines Of Children's Fiction, 1770 1950;5647;Gillian Avery;0,177083333;4;1;Sageri;4
Journal of Emily Pepys;5652;Emily Pepys;3;2;0;Danit;3
The Best Type of Girl: A History of Girls' Independent Schools;5654;Gillian Avery;0,171527778;6;1;Sageri;5
The Greatest Gresham;5650;Gillian Avery;0,177083333;12;1;Cahyono;4
Maria Escapes;5649;Gillian Avery;0,185416667;54;10;Teddy;2
The Name of the Rose (Everyman's Library (Cloth));2519;Umberto Eco;04.11;228462;6185;Elsa;1
"The ""Business"" of Sewing: How to Start, Achieve and Maintain Success";6993;Barbara Wright Sykes;0,182638889;6;0;Cahyono;3
AutoCAD 2007: One Step at a Time;6995;Timothy Sean Sykes;0;0;0;Choddy;2
Guidebook to Mechanism in Organic Chemistry;6998;Peter Sykes;04.27;48;0;Rifki;5
No Ordinary Genius: The Illustrated Richard Feynman;6996;Christopher Sykes;04.31;1858;22;Abdul Aziz;3
Study of Anglicansim  ;6997;Stephen Sykes;0,172916667;32;2;Abdul Aziz;2
Charting Your Goals: Personal Life-Goals Planner;7001;Dan Dahl;0;0;0;Umar Jamil;1
Dumbing Down Our Kids: Why American Children Feel Good About Themselves But Can't Read, Write or Add;6994;Charles J. Sykes;0,170833333;167;31;Randi;4
Hamlet;7000;William Shakespeare;4;583863;9102;Randi;4
Flight: 100 Years of Aviation;312;R.G. Grant;04.35;142;12;Dirga;3
Society of Captives: A Study of a Maximum Security Prison;6999;Gresham M. Sykes;0,175;71;7;Witsqadianto;1
Robert Johnson - King of the Delta Blues: Guitar Transcriptions and Detailed Lessons for 29 Songs;2984;Dave Rubin;5;1;0;Witsqadianto;5
Louisa May Alcott (Biography (a & E));2992;Amy Ruth Allen;3;5;1;Danit;5
On the Beaten Path: An Appalachian Pilgrimage;2985;Robert Alden Rubin;0,178472222;420;56;Danit;2
In An Uncertain World: Tough Choices From Wall Street To Washington;2986;Robert E. Rubin;0,174305556;415;29;Danit;4
Behind a Mask: The Unknown Thrillers of Louisa May Alcott;2989;Louisa May Alcott;0,177777778;977;106;Danit;3
Louisa May Alcott's Christmas Treasury;2988;Louisa May Alcott;0,190972222;596;30;Riyan;1
Hospital Sketches;2987;Louisa May Alcott;0,168055556;1448;120;Elsa;2
Louisa May Alcott: A Biography: With an Introduction to the New Edition;2991;Madeleine B. Stern;0,184027778;143;10;Riyan;3
Rose in Bloom;2990;Louisa May Alcott;04.03;18408;436;Riyan;3
Surfers: Photographs;2193;Daniel Duane;2;2;0;Riyan;2
Body for Life Success Journal;1122;Bill Phillips;04.07;135;2;Sageri;5
Tim O'Brien: A Critical Companion;3448;Patrick A. Smith;4;5;0;Sageri;3
The Rational Guide to SQL Server 2005 Service Broker (Rational Guides);1119;Roger Wolter;03.05;6;0;Danit;3
Broker to Broker: Management Lessons from America's Most Successful Real Estate Companies;1118;Robert Freedman;03.43;7;0;Sageri;1
Body for Life for Women: A Woman's Plan for Physical and Mental Transformation;1121;Pamela Peeke;03.58;499;73;Cahyono;2
In the Lake of the Woods;3447;Tim O'Brien;0,179166667;13825;1172;Teddy;5
Body For Life: 12 Weeks to Mental and Physical Strength;1120;Bill Phillips;0,174305556;3695;266;Elsa;4
The Power Broker: A Novel (Christian Gillette, #3);1117;Stephen W. Frey;0,174305556;741;46;Cahyono;1
Eating for Life: Your Guide to Great Health, Fat Loss and Increased Energy!;1123;Bill Phillips;0,190972222;739;53;Choddy;1
A Christmas Carol Study Guide;5331;Rebecca Gilleland;0,171527778;3;0;Rifki;4
Best-Loved Christmas Carols: The Stories Behind Twenty-five Yuletide Favorites;5333;Ron Clancy;4;9;0;Abdul Aziz;4
A Guide for Using a Christmas Carol in the Classroom;5334;JUDITH DELEO AUGUSTINE;0,174305556;7;0;Abdul Aziz;2
Charles Dickens' A Christmas Carol;5332;Jane Parker Resnick;0,186805556;46;2;Umar Jamil;2
Diabetes Meal Planning Made Easy;6763;Hope S. Warshaw;03.42;65;6;Randi;5
Easy French Reader, Second Edition;6764;R. de Roussy de Sales;0,18125;267;32;Randi;2
Easy Spanish Phrase Book: Over 770 Basic Phrases for Everyday Use;6761;Dover Publications Inc.;03.41;235;1;Dirga;1
A Christmas Carol;5335;Charles Dickens;04.02;447275;11627;Witsqadianto;2
Perspective Made Easy;6760;Ernest R. Norling;04.18;820;29;Witsqadianto;1
The Easy Way to Stop Drinking;6762;Allen Carr;04.01;119;12;Danit;5
Der Vorleser - Inhalt, Hintergrund, Interpretation;4213;Dietmar Schäfer;03.27;15;2;Danit;5
"Lektürehilfen Bernhard Schlink ""Der Vorleser""";4212;Hanns-Peter Reisner;04.25;4;1;Danit;4
Der Vorleser;4209;Juliane Köster;03.38;251;5;Danit;5
Der Vorleser. Mit Materialien. Klassen 11   13. (Lernmaterialien);4210;Bettina Greese;03.25;8;0;Riyan;1
Essays (Everyman's Library Classics);9639;George Orwell;04.47;613;50;Elsa;5
As I Please: 1943-1945 (The Collected Essays, Journalism & Letters, Vol. 3);9642;George Orwell;04.42;289;14;Riyan;3
Der Vorleser;4211;Bernhard Schlink;0,175694444;143035;8633;Riyan;4
Down And Out In Paris And London;9641;George Orwell;04.01;41371;2722;Riyan;5
A Collection of Essays;9640;George Orwell;04.03;2967;189;Sageri;3
Nineteen Eighty-Four;9645;George Orwell;04.14;2096859;46564;Sageri;2
Washington Crossing Inn Cookbook: Seasonal Recipes From The Historic Landmark Restaurant;7487;John Oliano;3;1;0;Danit;1
Sebastian Faulks's Birdsong: A Reader's Guide;7483;Pat Wheeler;04.15;79;2;Sageri;1
Raising an Optimistic Child: A Proven Plan for Depression-Proofing Young Children--For Life;7490;Bob Murray;0,179861111;24;6;Cahyono;3
Row, Row, Row the Boats: A Fun Song about George Washington Crossing the Delaware;7486;Michael Dahl;04.05;2;0;Teddy;1
Le Neveu De Rameau and the Praise of Folly: Literary Cognates (Elizabethan and Renaissance Studies);2635;Apostolos Kouidis;0;0;0;Elsa;5
The Optimistic Child;7489;Martin E.P. Seligman;0,192361111;832;97;Cahyono;5
Washington's Crossing;7485;David Hackett Fischer;04.11;11146;347;Choddy;2
Queen Bees And Wannabes: Helping Your Daughter Survive Cliques, Gossip, Boyfriends, And Other Realities Of Adolescence {Unabridged Audio};7488;Rosalind Wiseman;0,179861111;5645;678;Rifki;1
Praise of Folly;2636;Erasmus;0,186111111;9167;426;Abdul Aziz;2
Vergil: A Legamus Transitional Reader;1397;Thomas J. Sienkewicz;03.05;6;0;Abdul Aziz;4
Twelth Night, a Winter's Tale, the Tempest;7017;William Shakespeare;0,179861111;162;11;Umar Jamil;2
Latin (Vergil);1398;Jack Rudman;0;0;0;Randi;1
